"circo","uid","nom","sexe","naissance","bloc","liste","parti","bureau","comm","votes","pic","bio","lon","lat","geo"
"Kasserine","4f4fbcf3bd8cb56157000023","Walid Bennani","H",1956,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission de tri des candidatures pour l'Instance Supérieure Indépendante pour les Élections;Commission des martyrs et blessés de la révolution et de l'amnistie générale;Commission des pouvoirs législatif, exécutif et des relations entre eux",78.15,"http://www.marsad.tn/uploads/images/Ennahdha_Walid_Bannani.jpg","Né le 11 Novembre 1956, il est diplômé de l'Ecole Nationale d'Administration en 1976 et a ensuite travaillé en tant que directeur de service au ministère du Transport. Il a poursuivi ses études en Belgique où il a obtenu son diplôme de gestion des entreprises. Il est l'un des fondateurs du mouvement Ennahdha et son président de 1991 à 1992, et membre de son bureau exécutif. En 1981, il a été condamné à 5 ans de prison à cause de son appartenance au mouvement islamiste et ensuite de 50 ans de prison. Il s'est enfui de la Tunisie en 1990 pour aller en Belgique et n'est pas revenu qu'après la révolution. En 1992, il a été condamné par contumace à la prison à vie. Il est marié et père de 3 enfants, maitrise la langue arabe et française.",8.833333,35.166667,"Tunisie"
"Kasserine","4f4fbcf3bd8cb561570000a6","Mohamed Neji Gharsalli","F",1955,"Aucun bloc","Parti démocratique progressiste","Parti de la réforme et du développement",NA,"Commission de l'énergie et des secteurs de production;Commission des collectivités publiques, régionales et locales",44.23,"http://www.marsad.tn/uploads/images/PDP_Mohamed_Neji_Gharsalli.jpg","Né le 07 avril 1955, il a effectué ses études primaires à Kasserine, puis ses études secondaires au lycée technique de Kasserine, puis le lycée de jeunes filles de la même ville, spécialité sciences techniques, et est parti à Baghdad en 1974 où il a obtenu son baccalauréat en 1974 au lycée secondaire d’El Aadhamiya. Il a obtenu une maitrise en droit politique (en Irak), et à son retour à Tunis, il a suivi les cours d’équivalence à la profession d’avocat, a réussi le concours du barreau et a été juge auprès du tribunal de première instance du Kef, puis à la cour d’appel de Tunis, avant de subir plusieurs mutations à caractère punitif, à commencer par Sidi Bouzid, puis Kasserine et aussi Le Kef. Il était à la direction organisationnelle du parti Baath arabe socialiste en Tunisie et ensuite chargé de l’organisation secrète du même parti en Tunisie. Il a démissionné de sa profession de juge pour s’installer à Kasserine en tant qu’avocat. Il a rejoint le PDP où il a été membre pendant les 3 premières années et a organisé plusieurs manifestations à Kasserine lors de la guerre du Liban, les évènements de Gaza et durant la révolution Tunisienne.",8.833333,35.166667,"Tunisie"
"Kasserine","4f4fbcf3bd8cb56157000098","Mabrouk Hrizi","H",1976,"Fidélité à La Révolution","La fidélité","Mouvement Wafa",NA,"Comité mixte de coordination et de rédaction;Commission des secteurs des services",43.59,"http://www.marsad.tn/uploads/images/Mabrouk_Hrizi.jpg","Mabrouk Lahrizi est né le 30/10/1976 à Sebitla. Il a eu un baccalauréat section Lettres et a suivi ses études universitaires pour obtenir une maitrise en sciences juridiques et un master en droit public et financier et enfin un doctorat dans le domaine des droits de l’Homme.",8.833333,35.166667,"Tunisie"
"Kasserine","4f4fbcf3bd8cb56157000092","Kamel Saadaoui","H",1965,"Aucun bloc","Mouvement des démocrates socialistes","Indépendant",NA,"Commission des martyrs et blessés de la révolution et de l'amnistie générale;Commission des pouvoirs législatif, exécutif et des relations entre eux;Commission de tri des candidatures pour l'Instance de la vérité et de la dignité relative à la justice transitionnelle",74.94,"http://www.marsad.tn/uploads/images/Dimokratioun_Echtirakiyoun_Kamal_saadaoui.jpg","Né le 31 mai 1965 à Kasserine, il a obtenu son baccalauréat en 1985, a étudié au sein de l’institut supérieur des sciences de l’éducation à Bouchoucha, puis s’est orienté vers l’Ecole Nationale d’Ingénieurs à Gabes. Parti ensuite à l’étranger, en France plus exactement pour poursuivre ses études, il est revenu en Tunisie pour des raisons financières. Il a continué ses études au sein de l’ISSEB tout en étant enseignant au primaire et a obtenu par la suite sa maitrise à l’ISSEB. Il a commencé le travail syndical au sein du syndicat de l’enseignement, et a rejoint l’MDS, s’est arrêté à un moment compte tenu de certaines positions, avant de rejoindre le mouvement à nouveau après la révolution et participer aux élections de 2011.",8.833333,35.166667,"Tunisie"
"Kasserine","4f4fbcf3bd8cb56157000040","Khira Sghairi","F",1955,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des droits, des libertés et des relations étrangères;Commission des juridictions judiciaires, administratives, financières et constitutionnelles",91.56,"http://www.marsad.tn/uploads/images/Kheira_Sghiri.jpg","Née le 18 Février 1955, Khira Sghairi a été enseignante puis assistante pédagogique.",8.833333,35.166667,"Tunisie"
"Kasserine","4f4fbcf3bd8cb56157000045","Rabiaa Najlaoui","F",1988,"Aucun bloc","Pétition populaire pour la liberté, la justice et le développement","Nidaa Tounes",NA,"Commission des secteurs des services;Commission des instances constitutionnelles",47.02,"http://www.marsad.tn/uploads/images/Rabia_Nejlaoui.jpg","Née le 15 mai 1988 à Tunis, elle a effectué ses études à Hay Ezzouhour où elle a obtenu son baccalauréat – section Lettres en 2007. Elle a étudié l’anglais à Sousse où elle a obtenu une licence et un master et a entamé un master à Tunis par la suite, en littérature anglaise, qu’elle a obtenu cette année.",8.833333,35.166667,"Tunisie"
"Kasserine","4f4fbcf3bd8cb561570000b3","Mohamed Ali Nasri","H",1964,"Aucun bloc","Congrès pour la république","Indépendant",NA,"Commission des affaires sociales;Commission des consensus;Commission des martyrs et blessés de la révolution et de l'amnistie générale",54.92,"http://www.marsad.tn/uploads/images/Mohamed_Ali_Nasri.jpg","Né le 16 Mars 1964 à Kasserine, Mohamed Ali Nasri n'a effectué de son parcours universitaire que deux ans d'études de langue arabe. Néanmoins, il a travaillé dans le secteur de l'enseignement comme maitre d'application puis comme maitre. Il s'est présenté aux élections de l'Assemblée Nationale Constituante sur la circonscription de Kasserine à travers le Congrès Pour la République mais il a dernièrement démissionné de ce parti et a annoncé son adhésion au parti de l'Appel de la Tunisie (Nidaa Tounes).",8.833333,35.166667,"Tunisie"
"Kasserine","4f4fbcf3bd8cb56157000086","Farah Nsibi","H",1965,"Aucun bloc","Mouvement Nahdha","Parti de la Construction Patriotique",NA,"Commission des affaires sociales",65.96,"http://www.marsad.tn/uploads/images/Ennahdha_Farah_Nsibi.jpg","Farah Nsibi est né le 27 Novembre 1965 à Sbitla où il a effectué ses études primaires et secondaires. Il a obtenu son baccalauréat en sciences et mathématiques en 1986 et a intégré par la suite la Faculté de Médecine de Sousse où il a obtenu son diplôme en médecine générale en 1994. Il a exercé la profession de médecin jusqu’à 2011 lorsqu’il a été élu à l’Assemblée Nationale Constituante sur les listes d’Ennahdha.",8.833333,35.166667,"Tunisie"
"Kébili","4f4fbcf3bd8cb56157000002","Ibrahim Kassas","F",1965,"Aucun bloc","Pétition populaire pour la liberté, la justice et le développement","Indépendant",NA,"Commission des droits et libertés;Commission des secteurs des services",30.21,"http://www.marsad.tn/uploads/images/Aridha_Ibrahim_Kassas.jpg","Ibrahim Qassas est un homme politique tunisien servant à l'Assemblée Nationale Constituante. Il est à la tête d'une liste d'Al Aridha (Pétition populaire) de la circonscription de Kebili. Qassas est considéré par de nombreux Tunisiens comme «fils du peuple», comme il a l'habitude d'être un chauffeur de transport rural dans le sud de la Tunisie. Qassas est né en 1965 à Naggha, un village à Kebili. Qassas est poursuivi des études secondaires au lycée de Kebili et a abandonné à sa troisième année. Vers 1983, il a émigré en Italie et il fait des petits boulots. Il a travaillé en Irak comme chauffeur et s’est occupé d’un café là-bas jusqu'en 2000. À son retour en Tunisie, il a demandé un permis de conduire à Kebili et a, plus tard, acheté une voiture qu'il transforma en véhicule de location de transport rural. Il a rejoint la liste de Kebili Aridha après avoir reçu le soutien des citoyens de la région pour les représenter à l'Assemblée Constituante. Il a démissionné de la pétition populaire pour rejoindre le mouvement de Nidaa Tounes, qu'il quitte à son tour le 11 Novembre 2013.",8.8362755,33.1245286,"Tunisie"
"Kébili","4f4fbcf3bd8cb561570000c1","Monia Gasri","F",1970,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission de la réforme administrative et de la lutte contre la corruption;Commission des affaires sociales;Commission des juridictions judiciaires, administratives, financières et constitutionnelles",83.5,"http://www.marsad.tn/uploads/images/Monia_Gasri.jpg","Monia El Gasri est née le 07/10/1970 à Kébili, et a fait ses études primaires entre 1976 et 1982, et a obtenu son baccalauréat en 1990. En 1995, elle devient technicienne en industrie alimentaire. Elle a travaillé dans le laboratoire Opalia puis au laboratoire Rossol en 1997. Monia était aussi assistante en encadrement politique pendant les années d’études secondaires.",8.8362755,33.1245286,"Tunisie"
"Kébili","4f4fbcf3bd8cb56157000080","Omar Chetoui","H",1957,"Congrès Pour La République","Congrès pour la république","Congrès pour la république",NA,"Commission des pouvoirs législatif, exécutif et des relations entre eux;Commission de tri des candidatures pour l'Instance Supérieure Indépendante pour les Élections;Comité mixte de coordination et de rédaction",74.68,"http://www.marsad.tn/uploads/images/Omar_Chetoui.jpg","Date et lieu de naissance: 11/07/1957 à Douz, gouvernorat de Kébili. Enseignement primaire à l'école primaire de Douz. Enseignement secondaire au lycée mixte de Kébili et au lycée mixte de Gabès où il a obtenu son baccalauréat littéraire en Juin 1977. Il a obtenu la licence en droit privé de la Faculté de Droit et de Sciences Politiques de Tunis et le certificat d'aptitude à la profession d'avocat. Il faisait partie du Mouvement des Démocrates Socialistes en 1981 et était membre de son conseil national responsable des étudiants et s'est retiré du mouvement en 1985. Il est le fondateur de la section Kébili de la Ligue Tunisienne des Droits de l'Homme en Décembre 1981. Il était bâtonnier de l'ordre national des huissiers notaires de 1992 jusqu'à 2001. Il était le représentant permanent auprès de l'Union Internationale du notariat à Paris chargée des affaires de l'Afrique du Nord et du Moyen Orient de 1991 jusqu'à fin 2002. Auteur de trois ouvrages juridiques: 1) Commentaire sur la loi des huissiers notaires 2) Les procédures de notification et d'exécution en matière civile et commerciale 3) Notes directives du bâtonnier de l'ordre national des huissiers notaires Professeur de notariat à l'Institut Supérieur de la Magistrature de 1997 jusqu'à 2001. Il a participé dans plusieurs recherches juridiques publiées dans le code de la magistrature, la législation et la revue tunisienne de droit. Membre de la commission de préparation du projet de loi organique des huissiers notaires (1988) et la commission d'amendement du code commercial (1993) ainsi que le rapporteur de la commission de réforme des moyens d'exécution (amendement du code des procédures civiles et commerciales) au ministère de la justice en 2001. Il a rejoint le parti du Congrès Pour la République dès sa création en Août 2001 et il est membre de son bureau politique chargé des structures. Membre à l'Assemblée Nationale Constituante sur la circonscription de Kébili.",8.8362755,33.1245286,"Tunisie"
